openIMISFHIRR4 : Validation Results
=========================================

err = 186, warn = 30, info = 57
IG Publisher Version: 1.1.88
Generated Mon Nov 22 10:50:31 UTC 2021. FHIR version 4.0.1 for openimis.fhir.r4#0.1.0 (canonical = https://openimis.github.io/openimis_fhir_r4_ig)
 Build Errors : 7 / 1 / 0
 /github/workspace/fsh-generated/resources/ActivityDefinition-GeneralConsultationService : 4 / 1 / 2
 /github/workspace/fsh-generated/resources/CapabilityStatement-ExampleCapabilityStatement : 2 / 1 / 1
 /github/workspace/fsh-generated/resources/Claim-Claim001 : 3 / 0 / 1
 /github/workspace/fsh-generated/resources/ClaimResponse-Claim001 : 1 / 0 / 1
 /github/workspace/fsh-generated/resources/CodeSystem-activity-definition-service-type : 0 / 0 / 2
 /github/workspace/fsh-generated/resources/CodeSystem-activity-definition-usage-context-workflow-type : 0 / 0 / 2
 /github/workspace/fsh-generated/resources/CodeSystem-bill-charge-item : 0 / 0 / 2
 /github/workspace/fsh-generated/resources/CodeSystem-bill-type : 0 / 0 / 2
 /github/workspace/fsh-generated/resources/CodeSystem-claim-item-category : 0 / 0 / 2
 /github/workspace/fsh-generated/resources/CodeSystem-claim-rejection-reasons : 0 / 0 / 2
 /github/workspace/fsh-generated/resources/CodeSystem-claim-status : 0 / 0 / 2
 /github/workspace/fsh-generated/resources/CodeSystem-claim-supporting-info-category : 0 / 0 / 2
 /github/workspace/fsh-generated/resources/CodeSystem-claim-visit-type : 0 / 0 / 2
 /github/workspace/fsh-generated/resources/CodeSystem-contract-premium-category : 0 / 0 / 2
 /github/workspace/fsh-generated/resources/CodeSystem-contract-premium-payer : 0 / 0 / 2
 /github/workspace/fsh-generated/resources/CodeSystem-contract-premium-type : 0 / 0 / 2
 /github/workspace/fsh-generated/resources/CodeSystem-contract-resource-party-role : 0 / 0 / 2
 /github/workspace/fsh-generated/resources/CodeSystem-contract-scope : 0 / 0 / 2
 /github/workspace/fsh-generated/resources/CodeSystem-coverage-item-benefit-type : 0 / 0 / 2
 /github/workspace/fsh-generated/resources/CodeSystem-coverage-item-category : 0 / 0 / 2
 /github/workspace/fsh-generated/resources/CodeSystem-diagnosis-ICD10-level1 : 0 / 0 / 2
 /github/workspace/fsh-generated/resources/CodeSystem-feedback-payload : 0 / 0 / 2
 /github/workspace/fsh-generated/resources/CodeSystem-feedback-status : 0 / 0 / 2
 /github/workspace/fsh-generated/resources/CodeSystem-group-confirmation-type : 0 / 0 / 2
 /github/workspace/fsh-generated/resources/CodeSystem-group-types : 0 / 0 / 2
 /github/workspace/fsh-generated/resources/CodeSystem-insurance-plan-coverage-benefit-limit : 0 / 0 / 2
 /github/workspace/fsh-generated/resources/CodeSystem-insurance-plan-general-cost-type : 0 / 0 / 2
 /github/workspace/fsh-generated/resources/CodeSystem-invoice-charge-item : 0 / 0 / 2
 /github/workspace/fsh-generated/resources/CodeSystem-invoice-type : 0 / 0 / 2
 /github/workspace/fsh-generated/resources/CodeSystem-location-type : 0 / 0 / 2
 /github/workspace/fsh-generated/resources/CodeSystem-medication-item-type : 0 / 0 / 2
 /github/workspace/fsh-generated/resources/CodeSystem-openimis-identifiers : 0 / 0 / 2
 /github/workspace/fsh-generated/resources/CodeSystem-organization-hf-care-type : 0 / 0 / 2
 /github/workspace/fsh-generated/resources/CodeSystem-organization-hf-legal-form : 0 / 0 / 2
 /github/workspace/fsh-generated/resources/CodeSystem-organization-hf-level : 0 / 0 / 2
 /github/workspace/fsh-generated/resources/CodeSystem-organization-ph-activity : 0 / 0 / 2
 /github/workspace/fsh-generated/resources/CodeSystem-organization-ph-legal-form : 0 / 0 / 2
 /github/workspace/fsh-generated/resources/CodeSystem-patient-contact-relationship : 0 / 0 / 2
 /github/workspace/fsh-generated/resources/CodeSystem-patient-education-level : 0 / 0 / 2
 /github/workspace/fsh-generated/resources/CodeSystem-patient-identification-types : 1 / 0 / 2
 /github/workspace/fsh-generated/resources/CodeSystem-patient-profession : 0 / 0 / 2
 /github/workspace/fsh-generated/resources/CodeSystem-practitioner-qualification-type : 0 / 0 / 2
 /github/workspace/fsh-generated/resources/CodeSystem-usage-context-age-type : 0 / 0 / 2
 /github/workspace/fsh-generated/resources/Communication-Claim001Communication : 10 / 0 / 6
 /github/workspace/fsh-generated/resources/CommunicationRequest-Claim001CommunicationRequest : 10 / 0 / 6
 /github/workspace/fsh-generated/resources/Contract-InformalSectorContract : 1 / 0 / 1
 /github/workspace/fsh-generated/resources/Coverage-JoeDoeCoverage : 6 / 0 / 1
 /github/workspace/fsh-generated/resources/CoverageEligibilityRequest-JoeDoeEnquiring : 5 / 0 / 1
 /github/workspace/fsh-generated/resources/CoverageEligibilityResponse-JoeDoeEnquiringResponse : 9 / 0 / 2
 /github/workspace/fsh-generated/resources/Group-doe-family : 0 / 0 / 1
 /github/workspace/fsh-generated/resources/ImplementationGuide-openimis.fhir.r4 : 0 / 13 / 1
 /github/workspace/fsh-generated/resources/InsurancePlan-RX01 : 52 / 0 / 4
 /github/workspace/fsh-generated/resources/InsurancePlan-RX02 : 51 / 0 / 4
 /github/workspace/fsh-generated/resources/Location-Jamu-municipality : 0 / 0 / 1
 /github/workspace/fsh-generated/resources/Location-Jamula-village : 0 / 1 / 1
